Norman Vanua,1,0,6,0,6.00,3,1,0,0,0
Fazalhaq Farooqi,3,0,38,0,12.66,4,5,1,1,1
Azmatullah Omarzai,2,0,41,1,20.50,5,4,3,1,1
Rashid Khan,4,0,45,0,11.25,5,3,3,1,0
Naveen-ul-Haq,4,0,41,1,10.25,10,4,2,2,0
Noor Ahmad,4,0,20,0,5.00,6,0,0,0,0
Mohammad Nabi,1,0,15,0,15.00,2,0,2,0,0
Gulbadin Naib,2,0,14,2,7.00,4,0,1,0,0
Akeal Hosein,4,1,21,2,5.25,14,3,0,1,0
Andre Russell,2.2,0,17,1,7.28,6,1,1,0,0
Alzarri Joseph,3,0,30,1,10.00,7,4,1,1,0
Gudakesh Motie,4,0,28,2,7.00,12,1,2,0,0
Obed McCoy,3,0,14,3,4.66,9,1,0,0,0
Saurabh Netravalkar,4,0,21,2,5.25,12,2,0,0,0,
Ali Khan,4,0,45,0,11.25,7,1,4,2,0,
Jasdeep Singh,2,0,36,0,18.00,2,2,3,2,1,
Nosthush Kenjige,3,0,29,0,9.66,2,2,1,0,0,
Harmeet Singh,4,0,24,2,6.00,8,2,0,0,1,
Steven Taylor,2,0,21,0,10.50,3,2,1,0,0,
Corey Anderson,1,0,17,0,17.00,0,2,1,0,0,
Marco Jansen,3,0,32,0,10.66,9,3,2,2,0,
Aiden Markram,1,0,13,0,13.00,2,1,1,0,0,
Kagiso Rabada,4,0,18,3,4.50,14,2,0,1,1,
Keshav Maharaj,4,0,24,1,6.00,7,0,1,0,0,
Anrich Nortje,4,0,37,1,9.25,10,2,3,1,0,
Tabraiz Shamsi,4,0,50,1,12.50,5,3,4,2,0,
Reece Topley,3,0,26,0,8.66,8,2,1,4,0,
Mark Wood,3,0,36,0,12.00,7,3,2,4,0,
Jofra Archer,4,0,34,1,8.50,12,5,1,1,0,
Sam Curran,3,0,25,0,8.33,9,3,1,0,0,
Adil Rashid,4,0,21,1,5.25,10,0,1,1,0,
Moeen Ali,2,0,15,1,7.50,3,0,1,0,0,
Liam Livingstone,1,0,20,1,20.00,2,0,3,0,0,
Akeal Hosein,4,0,35,0,8.75,9,4,1,1,0,
Romario Shepherd,2,0,41,0,20.50,2,5,3,1,0,
Andre Russell,2,0,21,1,10.50,2,0,1,2,0,
Alzarri Joseph,2.3,0,32,0,12.80,2,2,2,0,0,
Gudakesh Motie,4,0,32,0,8.00,8,4,0,0,0,
Roston Chase,3,0,19,1,6.33,6,1,0,2,0,
Fazalhaq Farooqi,4,0,33,3,8.25,12,4,1,2,0,
Mohammad Nabi,3,0,24,0,8.00,7,3,0,0,0,
Naveen-ul-Haq,4,0,40,1,10.00,9,3,2,3,0,
Rashid Khan,4,0,26,3,6.50,13,3,1,0,0,
Noor Ahmad,3,0,30,0,10.00,4,1,2,1,0,
Azmatullah Omarzai,2,0,23,0,11.50,3,2,1,1,0,
Arshdeep Singh,4,0,36,3,9.00,12,3,2,5,0,
Jasprit Bumrah,4,1,7,3,1.75,20,1,0,0,0,
Axar Patel,3,1,15,1,5.00,11,0,1,0,0,
Hardik Pandya,2,0,13,0,6.50,8,1,1,1,0,
Kuldeep Yadav,4,0,32,2,8.00,11,2,2,1,1,
Ravindra Jadeja,3,0,20,1,6.66,4,0,1,0,0,
Mitchell Starc,4,0,21,1,5.25,15,3,0,2,0,
Josh Hazlewood,4,1,25,0,6.25,12,1,1,1,0,
Pat Cummins,4,0,29,3,7.25,8,1,0,3,0,
Adam Zampa,4,0,24,2,6.00,10,3,0,0,0,
Marcus Stoinis,2,0,24,1,12.00,3,1,2,1,0,
Glenn Maxwell,2,0,14,1,7.00,3,1,0,0,0,
Mahedi Hasan,4,0,22,0,5.50,15,1,2,0,0,
Tanzim Hasan Sakib,1,0,9,0,9.00,2,1,0,0,0,
Taskin Ahmed,1.2,0,22,0,16.50,2,2,2,0,0,
Mustafizur Rahman,2,0,23,0,11.50,3,3,1,0,0,
Rishad Hossain,3,0,23,2,7.66,7,2,1,0,0,
Reece Topley,4,0,23,0,5.75,8,1,0,2,0,
Moeen Ali,3,0,25,1,8.33,6,2,1,0,0,
Jofra Archer,4,0,40,3,10.00,10,3,3,1,0,
Sam Curran,3,0,29,0,9.66,7,1,2,1,0,
Adil Rashid,4,0,20,1,5.00,9,1,0,0,0,
Mark Wood,2,0,22,0,11.00,4,4,0,2,0,
Marco Jansen,4,0,31,0,7.75,9,2,1,0,1
Kagiso Rabada,4,0,32,2,8.00,9,3,1,2,0
Keshav Maharaj,4,0,25,2,6.25,9,2,0,0,0
Ottneil Baartman,3,0,27,1,9.00,7,3,1,0,0
Anrich Nortje,4,0,35,1,8.75,4,4,0,1,0
Aiden Markram,1,0,4,0,4.00,2,0,0,0,0
Akeal Hosein,3,0,13,0,4.33,8,1,0,0,0,
Andre Russell,3.5,0,31,3,8.08,13,3,1,3,0,
Obed McCoy,2,0,20,0,10.00,4,3,0,1,0,
Alzarri Joseph,4,0,31,2,7.75,9,1,2,1,1,
Gudakesh Motie,3,0,14,1,4.66,9,1,0,0,0,
Roston Chase,4,0,19,3,4.75,9,1,0,1,0,
Saurabh Netravalkar,2.5,0,31,0,10.94,7,2,3,0,0,
Nosthush Kenjige,1,0,11,0,11.00,1,0,1,0,0,
Ali Khan,2,0,18,0,9.00,5,1,1,2,0,
Harmeet Singh,2,0,18,1,9.00,4,1,1,0,0,
Shadley van Schalkwyk,2,0,29,0,14.50,3,3,2,1,0,
Milind Kumar,1,0,22,0,22.00,1,0,3,1,0,
Mahedi Hasan,4,0,28,0,7.00,9,2,1,0,0,
Shakib Al Hasan,3,0,37,1,12.33,5,2,3,1,0,
Tanzim Hasan Sakib,4,0,32,2,8.00,11,1,3,1,0,
Mustafizur Rahman,4,0,48,0,12.00,6,5,2,1,1,
Rishad Hossain,3,0,43,2,14.33,4,2,4,2,0,
Mahmudullah,2,0,8,0,4.00,5,0,0,1,0,
Arshdeep Singh,4,0,30,2,7.50,12,4,1,1,0,
Jasprit Bumrah,4,0,13,2,3.25,15,1,0,0,0,
Axar Patel,2,0,26,0,13.00,2,2,2,0,0,
Hardik Pandya,3,0,32,1,10.66,6,1,3,2,0,
Ravindra Jadeja,3,0,24,0,8.00,5,2,1,0,0,
Kuldeep Yadav,4,0,19,3,4.75,11,0,1,0,0,
Ashton Agar,4,1,17,0,4.25,15,1,0,0,0,
Josh Hazlewood,4,0,39,0,9.75,10,4,2,1,0,
Pat Cummins,4,0,28,3,7.00,13,3,1,1,0,
Adam Zampa,4,0,28,2,7.00,9,2,1,1,0,
Glenn Maxwell,2,0,12,0,6.00,5,1,0,1,0,
Marcus Stoinis,2,0,19,1,9.50,4,1,1,0,0,
Naveen-ul-Haq,4,0,20,3,5.00,12,2,0,0,0,
Fazalhaq Farooqi,3,0,21,0,7.00,8,2,0,0,1,
Azmatullah Omarzai,1.2,0,10,1,7.50,5,2,0,0,0,
Mohammad Nabi,1,0,1,1,1.00,5,0,0,0,0,
Nangeyalia Kharote,1,0,13,0,13.00,1,1,1,0,0,
Rashid Khan,4,0,23,1,5.75,11,1,1,2,0,
Noor Ahmad,1,0,11,0,11.00,3,1,0,1,0,
Gulbadin Naib,4,0,20,4,5.00,13,1,1,0,0,
Reece Topley,3,0,29,1,9.66,8,2,2,0,0,
Jofra Archer,3,0,16,0,5.33,12,1,1,0,0,
Sam Curran,2,0,23,2,11.50,4,3,1,0,0,
Adil Rashid,4,0,13,2,3.25,13,0,0,1,0,
Liam Livingstone,4,0,24,1,6.00,10,1,1,0,0,
Chris Jordan,2.5,0,10,4,3.52,8,0,0,0,0,
Saurabh Netravalkar,2,0,21,0,10.50,5,1,2,0,0,
Harmeet Singh,2,0,36,0,18.00,3,0,5,2,0,
Nosthush Kenjige,2,0,19,0,9.50,3,3,0,0,0,
Ali Khan,2,0,26,0,13.00,2,2,0,2,0,
Shadley van Schalkwyk,1.4,0,15,0,9.00,2,2,0,0,1,
Marco Jansen,2,0,17,1,8.50,6,2,0,4,0,
Aiden Markram,4,0,28,1,7.00,11,1,2,2,0,
Keshav Maharaj,4,0,24,1,6.00,10,1,1,0,0,
Anrich Nortje,4,0,26,0,6.50,13,1,2,2,0,
Tabraiz Shamsi,4,0,27,3,6.75,11,3,1,0,0,
Kagiso Rabada,2,0,11,1,5.50,7,0,1,0,0,
Akeal Hosein,3,0,31,0,10.33,6,6,0,0,0,
Andre Russell,4,0,19,2,4.75,13,2,0,1,0,
Alzarri Joseph,4,0,25,2,6.25,9,1,0,1,0,
Gudakesh Motie,1,0,20,0,20.00,0,3,1,0,0,
Obed McCoy,1.1,0,15,0,12.85,3,1,1,3,0,
Roston Chase,3,0,12,3,4.00,10,1,0,0,0,
Mitchell Starc,4,0,45,2,11.25,12,4,4,1,0
Josh Hazlewood,4,0,14,1,3.50,13,1,0,0,0
Pat Cummins,4,0,48,0,12.00,5,4,3,0,0
Adam Zampa,4,0,41,0,10.25,2,1,3,0,0
Marcus Stoinis,4,0,56,2,14.00,6,4,5,1,0
Arshdeep Singh,4,0,37,3,9.25,12,4,2,2,0,
Jasprit Bumrah,4,0,29,1,7.25,11,3,1,0,0,
Axar Patel,3,0,21,1,7.00,9,2,1,0,0,
Hardik Pandya,4,0,47,0,11.75,8,4,3,1,0,
Kuldeep Yadav,4,0,24,2,6.00,9,1,1,0,0,
Ravindra Jadeja,1,0,17,0,17.00,0,2,1,0,0,
Tanzim Hasan Sakib,4,0,36,0,9.00,9,1,2,1,0,
Taskin Ahmed,4,1,12,1,3.00,19,0,1,0,0,
Shakib Al Hasan,4,0,19,0,4.75,11,0,1,0,0,
Mustafizur Rahman,4,0,17,1,4.25,14,2,0,0,0,
Rishad Hossain,4,0,26,3,6.50,13,3,0,1,0,
Naveen-ul-Haq,3.5,0,26,4,6.78,12,3,1,0,0,
Fazalhaq Farooqi,2,0,15,1,7.50,3,1,0,2,0,
Mohammad Nabi,2,0,15,0,7.50,5,2,0,0,0,
Rashid Khan,4,0,23,4,5.75,9,2,0,1,0,
Noor Ahmad,4,0,13,0,3.25,18,2,0,0,0,
Gulbadin Naib,2,0,5,1,2.50,7,0,0,0,0,
Marco Jansen,3,0,16,3,5.33,13,2,0,4,0,
Keshav Maharaj,1,0,6,0,6.00,3,1,0,0,0,
Kagiso Rabada,3,1,14,2,4.66,13,3,0,0,0,
Anrich Nortje,3,0,7,2,2.33,14,0,0,1,0,
Tabraiz Shamsi,1.5,0,6,3,3.27,9,1,0,1,0,
Naveen-ul-Haq,3,0,15,0,5.00,12,2,0,1,0,
Fazalhaq Farooqi,2,0,11,1,5.50,9,2,0,1,0,
Rashid Khan,1,0,8,0,8.00,2,1,0,0,0,
Azmatullah Omarzai,1.5,0,18,0,9.81,6,2,1,0,1,
Gulbadin Naib,1,0,8,0,8.00,2,1,0,0,0,
Reece Topley,3,0,25,1,8.33,8,3,1,0,0
Jofra Archer,4,0,33,1,8.25,7,4,0,0,0
Sam Curran,2,0,25,1,12.50,3,2,2,0,0
Adil Rashid,4,0,25,1,6.25,9,3,0,0,0
Chris Jordan,3,0,37,3,12.33,4,0,4,0,0
Liam Livingstone,4,0,24,0,6.00,9,1,1,1,0
Arshdeep Singh,2,0,17,0,8.50,5,3,0,0,0
Jasprit Bumrah,2.4,0,12,2,4.50,8,1,0,0,0
Axar Patel,4,0,23,3,5.75,10,0,1,0,0
Kuldeep Yadav,4,0,19,3,4.75,12,2,0,0,0
Ravindra Jadeja,3,0,16,0,5.33,6,1,0,0,0
Hardik Pandya,1,0,14,0,14.00,1,1,1,0,0
Marco Jansen,4,0,49,1,12.25,4,5,2,1,1
Keshav Maharaj,3,0,23,2,7.66,10,3,1,0,0
Kagiso Rabada,4,0,36,1,9.00,8,2,2,2,0
Aiden Markram,2,0,16,0,8.00,1,0,1,0,0
Anrich Nortje,4,0,26,2,6.50,7,2,0,2,0
Tabraiz Shamsi,3,0,26,0,8.66,4,1,1,1,0
Arshdeep Singh,4,0,20,2,5.00,12,2,0,0,0
Jasprit Bumrah,4,0,18,2,4.50,14,2,0,0,0
Axar Patel,4,0,49,1,12.25,8,5,3,2,0
Kuldeep Yadav,4,0,45,0,11.25,6,3,3,0,0
Hardik Pandya,3,0,20,3,6.66,9,1,1,1,1
Ravindra Jadeja,1,0,12,0,12.00,0,0,1,0,0
